id|longitude|latitude|tipogeo|uf|cod_ibge|municipio|nome|end_orig|end_correspondencia_orig|bairro_orig|cep_orig|tipo_logradouro|nome_logradouro|km_logradouro|num_logradouro|compl_logradouro|bairro|cep|ddd|telefone1|telefone2|telefone3|site|esfera_admin|tipo_esfera|sniic_n1|sniic_n2|sniic_n3|local|cnpj|ano_criacao|ano_abertura|orcamento_proprio|qt_bens_acervo|qt_bens_exatidao|acervo_qt_antropologia_etnografia|acervo_qt_arqueologia|acervo_qt_artes_visuais|acervo_qt_cienciasnaturais_historianatural|acervo_qt_ciencia_tecnologia|acervo_qt_historia|acervo_qt_imagem_som|acervo_qt_virtual|acervo_qt_arquivistico|acervo_qt_biblioteconomico|acervo_qt_documental|acervo_qt_outros|situacao|ingresso_cobrado|ingresso_valor|infra_turistas_estrangeiros|infra_turistas_sinalizacao|sinalizacao_idioma|infra_turistas_etiquetas|etiquetas_idioma|infra_turistas_publicacoes|publicacoes_idioma|infra_turistas_outros|outros_idioma|bebedouro|estacionamento|lanchonete_retaurante|livraria|loja|sanitarios|telefone_publico|outras_instalacoes_1|outras_instalacoes_2|pne_vagas_exclusivas_estacionamento|pne_elevadores_acessiveis|pne_rampa_de_acesso|pne_sanitarios_adaptados|pne_sinalizacao_braile|pne_etiquetas_braile|pne_outros_1|pne_outros_2|medidas_preventivas|medidas_preventivas_treinamento_profissionais|medidas_preventivas_brigada|medidas_preventivas_revisao_extintores|medidas_preventivas_revisao_rede_eletrica|medidas_preventivas_outras
1931|-51.453889|-29.682545|1|RS|4312401|Montenegro|Museu de Arte de Montenegro|Rua Osvaldo Aranha, 2.215.| |Ferroviário|95780-000|R|OSVALDO ARANHA| |2215| |FERROVIARIO|95780-000|51|3632-1987| | |www.montenegro.rs.gov.br|Pública|Municipal|1|1.7|1.7.1| | |2008|2008|Sim|400|Exato|0|0|400|0|0|0|0|0|0|0|0|0|Aberto|0|0|1|0|0|0|0|0|0|1|Funcionários bilíngües: Inglês, Espanhol e Alemão|1|1|1|0|1|1|1|0|-|1|1|1|1|0|0|0|0|1|0|0|1|1|0
1932|-53.067043|-28.05635|2|RS|4305306|Chapada|Museu Histórico Municipal de Chapada|Rua Santos Dumont, 557.| |Centro|99530-000|R|SANTOS DUMONT| |557| |CENTRO|99530-000|54|3333-1166|3333-1219| | |Pública|Municipal|1|1.7|1.7.1| | |1982|1982|Sim|458|Exato| | |0|0| | | |0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|1|1|0|1|1|0
1933|-52.409632|-28.258052|2|RS|4314100|Passo Fundo|Museu Zoobotânico Augusto Ruschi|Campus I, Rodovia BR 285 - Km 171| |São José|99001-970|ROD|BR-285|KM 171| | |SAO JOSE|99001-970|54|3316-8316| | |www.upf.br/muzar|Privada|Fundação|1|1.7|1.7.2| | |1975|1975|Sim|18000|Aproximado|0|0|0|18000|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|-|0|0|0|0|0|0|0|0|1|1|0|1|0|0
1934|-51.170145|-30.034667|1|RS|4314902|Porto Alegre|Memorial do Deutscher Hilfsverein ao Colégio Farroupilha|Colégio Farroupilha - Rua Carlos Huber, 425.| |Três Figueiras|91330-150|R|CARLOS HUBER| |425| |TRES FIGUEIRAS|91330-150|51|3382-1858|3382-1875| |www.colegiofarroupilha.com.br|Privada|Associação|1|1.7|1.7.2|COLEGIO FARROUPILHA| |2001|2002|Não|3000|Aproximado|0|0|2000|800|50|50|30|1|0|0|0|0|Aberto|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|1|1|1|1|1|0
1935|-54.345201|-28.029125|1|RS|4309001|Giruá|Museu Municipal de Giruá|Rua Sete de Setembro, 410.| |Centro|98870-000|R|SETE DE SETEMBRO| |410| |CENTRO|98870-000|55|3361-4015| | |www.pmgirua.com.br|Pública|Municipal|1|1.7|1.7.1| | |1992|1992|Não|400|Aproximado|197|50|30|0|18|30|75|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|1|1|1|0|0|1|1|0|-|1|0|1|0|0|0|0|0|1|1|0|1|1|0
1936|-51.207052|-30.032269|2|RS|4314902|Porto Alegre|Museu da Brigada Militar|Rua dos Andradas, 498.| |Centro|90620-002|R|DOS ANDRADAS| |498| |CENTRO|90620-002|51|3288-2940|3288-2724| |www.brigadamilitar.rs.gov.br|Pública|Estadual|1|1.7|1.7.1| | |1985|1985|Não|4000|Aproximado|0|0|0|0|0|4000|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|1|1|1|1|1|0
1937|-51.177093|-30.028514|1|RS|4314902|Porto Alegre|Museu Anchieta de Ciências Naturais|Avenida Nilo Peçanha, 1.521.| |Três Figueiras|91330-000|AV|NILO PECANHA| |1521| |TRES FIGUEIRAS|91330-000|51|3382-6000|3382-6087| |www.colegioanchieta.g12.br/museu|Privada|Associação|1|1.7|1.7.2| | |1917|1920|Não|178930|Aproximado|1250|1986|0|150391|52|0|25251|0|0|0|0|0|Aberto|1|R$ 2,00 - visitas guiadas e previamente agendadas.|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|-|0|0|1|0|0|0|0|0|1|1|0|1|1|0
1938|-51.233257|-30.031118|1|RS|4314902|Porto Alegre|Museu de Comunicação Social Hipólito José da Costa|Rua dos Andradas, 959.| |Centro|90020-005|R|DOS ANDRADAS| |959| |CENTRO|90020-005|51|3224-4252|3227-4081|3212-5071|www.musecom.com.br|Pública|Estadual|1|1.7|1.7.1| | |1974|1974|Não|110280|Aproximado|0|0|0|0|0|24362|85918|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1|0|-|0|0|0|0|0|0|0|0|1|0|0|1|1|0
1939|-52.862373|-28.568098|2|RS|4311270|Lagoa dos Três Cantos|Museu Municipal|Avenida Otto Radtke, 1.178.| |Centro|99495-000|AV|OTTO RADTKE| |1178| |CENTRO|99495-000|54|3392-1162| | | |Pública|Municipal|1|1.7|1.7.1| | |1993|1998|Sim|1530|Aproximado|0|0|43|3|70|636|142|0|0|0|0|642|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1940|-51.890031|-28.846402|1|RS|4309407|Guaporé|Museu e Arquivo Histórico Municipal|Avenida Alberto Pasqualini, 931.| |Centro|99200-000|AV|ALBERTO PASQUALINI| |931| |CENTRO|99200-000|54|3443-4880|3443-5810|3443-4430|www.guapore-rs.com.br|Pública|Municipal|1|1.7|1.7.1| | |1984|1985|Não|720|Aproximado|0|0|0|0|0|720|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|-|0|0|0|0|0|0|0|0|1|0|0|1|1|0
1941|-54.740971|-28.153604|1|RS|4305207|Cerro Largo|Museu 25 de Julho|Rua da Anunciação, 33.| |Centro|97900-000|R|DA ANUNCIACAO| |33| |CENTRO|97900-000| | | | | |Privada|Associação|1|1.7|1.7.2| | |1972|1973|Não|7000|Aproximado|250|400|80|170|1300|550|250|0|0|4000|0|0|Aberto|1|R$ 1,00 - público em geral; gratuidade - sócios do Centro Cultural e seus familiares, crianças até 07 anos e grupos de estudantes de 1º e 2º graus de Cerro Largo, acompanhado dos professores com visitas agendadas.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|-|0|0|1|0|0|0|0|0|1|0|0|0|1|0
1942|-54.9184|-30.256993|1|RS|4316402|Rosário do Sul|Museu Municipal General Honório Lemes|Rua João Brasil, 803 (esquina com Marechal Floriano Peixoto)| |Centro|97590-000|R|JOAO BRASIL| |803|ESQUINA COM MARECHAL FLORIANO PEIXOTO|CENTRO|97590-000|55|3231-1292| | | |Pública|Municipal|1|1.7|1.7.1| | |1973|1973|Não|462|Exato|99|0|0|0|0|353|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|-|0|0|0|0|0|0|0|0|1|1|0|1|1|0
1943|-51.114067|-29.374608|2|RS|4313201|Nova Petrópolis|Museu Histórico Municipal de Nova Petrópolis|Avenida 15 de Novembro, 1.966 - Parque Aldeia do Imigrante| |Centro|95150-000|AV|15 DE NOVEMBRO| |1966| |CENTRO|95150-000|54|3281-1222|3281-1254| | |Pública|Municipal|1|1.7|1.7.1|PARQUE ALDEIA DO IMIGRANTE| |2002|2002|Não|2000|Aproximado|100|15|0|0|0|955|30|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|1|1|1|0|1|1|1|0|-|0|0|0|0|0|0|0|0|1|0|0|1|0|0
1944|-53.826662|-29.701404|1|RS|4316907|Santa Maria|Museu Vicente Pallotti|Avenida Presidente Vargas, 115.| |Patronato|97020-001|AV|PRESIDENTE VARGAS| |115| |PATRONATO|97020-001|55|3220-4565| | |www.pallotti.com.br/museu|Privada|Sociedade|1|1.7|1.7.2| | |1935|1943|Não|40000|Aproximado| |256| |2697|0| | |0|0|0|0|0|Aberto|0|0|1|0|0|0|0|1|Folder em Inglês e Espanhol.|0|0|1|1|0|0|0|1|0|0|-|0|0|0|0|0|0|0|0|1|0|0|1|1|0
1945|-52.084783|-29.475233|2|RS|4316758|Santa Clara do Sul|Memorial Santaclarense|Avenida 28 de Maio, s/n.| |Centro|95915-000|AV|28 DE MAIO| |S/N| |CENTRO|95915-000|51|3782-1212|3782-1112| | |Pública|Municipal|1|1.7|1.7.1| | |1999|1999|Não|150|Aproximado|0|0|0|0|0|150|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|-|1|0|0|0|0|0|0|0|1|0|0|1|1|0
1946|-54.563473|-28.149596|2|RS|4309506|Guarani das Missões|Museu Municipal de Guarani das Missões|Rua Boa Vista, 747.| |Centro|97950-000|R|BOA VISTA| |747| |CENTRO|97950-000|55|3353-1566| | | |Pública|Municipal|1|1.7|1.7.1| | |2002|2002|Sim|462|Exato|35|20|31|5|201|40|65|5|0|0|0|0|Aberto|0|0|1|0|0|1|Português e Polonês|1|Polonês, Espanhol e Inglês.|0|0|1|0|0|0|0|1|0|0|-|0|0|1|0|0|0|0|0|1|0|0|1|1|0
1947|-52.107587|-32.035375|2|RS|4315602|Rio Grande|Memorial Johannes Christian Moritz Minnemann|Rua General Bacelar, 197.| |Centro|96200-270|R|GENERAL BACELAR| |197| |CENTRO|96200-270|53|3232-1900| | |www.sportclubriogrande.com.br/memorial|Privada|Fundação|1|1.7|1.7.2| | |2000|2001|Não|5025|Aproximado|0|0|480|0|0|1727|1448|0|0|0| |0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1948|-50.569063|-29.441452|1|RS|4318200|São Francisco de Paula|Museu do Automóvel, Arte e História São Francisco de Paula (Anos Dourados)|Avenida Benjamin Constant, 1.430.| |Cipó|95400-000|AV|BENJAMIN CONSTANT| |1430| |CIPO|95400-000|54|3244-1331| | | |Privada|Empresa|1|1.7|1.7.2| |94.291.655/0001-00|1991|1991|Não|500|Aproximado|0|0|2|0|45|453|0|0|0|0|0|0|Aberto|1|R$ 6,00 - público em geral; R$ 3,00 - estudantes e adultos acima de 65 anos.|1|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|-|1|0|1|1|0|0|0|0|1|0|0|1|1|1
1949|-54.100768|-31.333129|1|RS|4301602|Bagé|Museu Dom Diogo de Souza|Rua Emílio Guilayn, 759.| |Centro|96415-100|R|EMILIO GUILAYN| |759| |CENTRO|96415-100|53|3242-8244| | | |Privada|Fundação|1|1.7|1.7.2| | |1956|1956|Não|39500|Aproximado|0|50|30|0|0|4000|150|0|0|0| |0|Aberto|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|1|0|0|-|0|0|1|0|0|0|0|0|0|0|0|0|0|0
1950|-51.223885|-30.042964|1|RS|4314902|Porto Alegre|Museu Joaquim José Felizardo|Rua João Alfredo, 582.| |Cidade Baixa|90050-230|R|JOAO ALFREDO| |582| |CIDADE BAIXA|90050-230|51|3289-8096|3228-2788| |www2.portoalegre.rs.gov.br/smc/|Pública|Municipal|1|1.7|1.7.1| | |1979|1979|Não|104500|Aproximado|0|50000|0|0|0|1500|50000|0|0|3000|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|1|Elevador e maquete táctil da planta.|0|1|0|1|1|0|0|0|1|0|0|1|1|0
1951|-53.225435|-28.799082|2|RS|4308458|Fortaleza dos Valos|Museu Municipal Padre Jerônimo Martini|Rua Rubert, 950| |Centro|98125-000|R|RUBERT| |950| |CENTRO|98125-000|55|3328-1133|3328-1145| | |Pública|Municipal|1|1.7|1.7.1| | |1994|1994|Não|305|Exato|0|0|0|0|0|305|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|-|0|0|0|0|0|0|0|0|1|0|0|0|1|0
1952|-50.775792|-29.65097|2|RS|4321204|Taquara|Museu Arqueológico do Rio Grande do Sul|Rodovia RS 020 - Km 54| |Km 4|95600-000|ROD|RS-020|KM 54| | |KM 4|95600-000|51|3542-1553| | | |Pública|Estadual|1|1.7|1.7.1| | |1966|1980|Não|130000|Aproximado| | |0|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|1|1|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1953|-51.202857|-30.000173|1|RS|4314902|Porto Alegre|Museu Didático Dr. José Faibes Lubianca|Rua Comendador Tavares, 360.| |Navegantes|90230-020|R|COMENDADOR TAVARES| |360| |NAVEGANTES|90230-020|51|3288-9312|3288-9300| |www.policiacivil.rs.gov.br/acadepol|Pública|Estadual|1|1.7|1.7.1| | |1966|1966|Não|3000|Aproximado|0|0|0|0|0|3000|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1|0|-|0|0|1|0|0|0|0|0|1|0|0|1|1|0
1954|-52.750059|-28.563651|2|RS|4323200|Victor Graeff|Museu Municipal de Victor Graeff|Avenida Cochinho, s/n.| |Centro|99350-000|AV|COCHINHO| |S/N| |CENTRO|99350-000|54|3338-1224| | | |Pública|Municipal|1|1.7|1.7.1| | |1982|1983|Não|400|Aproximado|200|10|20|0|5|100|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|-|0|0|1|0|0|0|0|0|0|0|0|0|0|0
1955|-54.867214|-29.192832|1|RS|4317400|Santiago|Museu Municipal Pedro Palmeiro|Rua Pinheiro Machado, 2.191 - 2º andar - Edifício Melvin Jonbes-Lions Club.| |Centro|97700-000|R|PINHEIRO MACHADO| |2191|2º ANDAR - EDIFICIO MELVIN JONBES-LIONS CLUB|CENTRO|97700-000|55|3251-1651|9149-4173| |www.pmsantiago.com.br|Pública|Municipal|1|1.7|1.7.1| | |1931|1931| |2000|Aproximado|40|45|340|120|50|1380|25|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1956|-50.783273|-29.645904|1|RS|4321204|Taquara|Museu Histórico Municipal Adelmo Trott|Rua Tristão Monteiro, 1.574.| |Centro|95600-000|R|TRISTAO MONTEIRO| |1574| |CENTRO|95600-000|51|3541-9242| | | |Pública|Municipal|1|1.7|1.7.1| | |1985|1986|Não|850|Aproximado|0|0|0|0|0|850|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|-|0|0|0|0|0|0|0|0|1|0|0|1|0|0
1957|-51.207052|-30.032269|2|RS|4314902|Porto Alegre|Memorial TCE – Tribunal de Contas do Estado do Rio Grande do Sul|Rua Sete de Setembro, 388.| |Centro|90010-190|R|SETE DE SETEMBRO| |388| |CENTRO|90010-190|51|3214-9700|3214-9787|3214-9788| |Pública|Estadual|1|1.7|1.7.1| | |2002|2002|Não|2500|Aproximado|0|0|10|0|0|2490|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|1|1|0|-|0|1|1|1|0|0|0|0|1|1|1|1|1|0
1958|-53.793346|-29.687438|1|RS|4316907|Santa Maria|Centro Histórico Coronel Pillar|Rua Pinto Bandeira, 350.| |Nossa Senhora das Dores|97050-610|R|PINTO BANDEIRA| |350| |NOSSA SENHORA DAS DORES|97050-610| | | | | |Pública|Estadual|1|1.7|1.7.1| | |1998|1998|Não|5931|Aproximado|0|0|0|0|0|1000|3000|0| | |0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1|0|-|0|0|0|0|0|0|0|0|1|1|0|0|0|0
1959|-54.186056|-29.620648|2|RS|4319406|São Pedro do Sul|Museu Paleontológico Arqueológico Walter Ilha|Rua Deputado Fernando Ferrari, 164.| |Centro|97400-000|R|DEPUTADO FERNANDO FERRARI| |164| |CENTRO|97400-000|55|3276-2955| | |www.saopedrodosul.rs.cnm.org.br|Pública|Municipal|1|1.7|1.7.1| | |1980|1980|Não|6000|Aproximado|0|2500|0|2500|1000|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|-|0|0|1|0|0|0|0|0|1|0|0|1|1|0
1960|-52.411669|-28.262622|1|RS|4314100|Passo Fundo|Museu de Artes Visuais Ruth Schneider|Avenida Brasil Oeste, 758.| |Centro|99025-003|AV|BRASIL OESTE| |758| |CENTRO|99025-003|54|3316-8587|3316-8586|3316-8588|www.upf.br/mavrs|Privada|Fundação|1|1.7|1.7.2| | |1996|1996|Não|780|Exato|0|0|780|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|0|0|-|0|0|0|0|0|0|0|0|1|0|0|1|0|0
1961|-52.409632|-28.258052|2|RS|4314100|Passo Fundo|Museu Histórico Regional|Avenida Brasil Oeste, 758.| |Centro|99025-003|AV|BRASIL OESTE| |758| |CENTRO|99025-003|54|3316-8587|3316-8586|3316-8588|www.upf.br/mhr|Outra|Mista Municipal e Fundação|1|1.7| | | |1977|1977|Não|4540|Aproximado|870|200|0|0|169|1751|1550|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|0|0|-|0|0|0|0|0|0|0|0|1|0|0|1|0|0
1962|-51.55213|-28.93169|2|RS|4322806|Veranópolis|Museu Municipal de Veranópolis|Rua Carlos Barbosa, 55.| |Centro|95330-000|R|CARLOS BARBOSA| |55| |CENTRO|95330-000|54|3441-7615|3441-1477| |www.veranopolis.rs.gov.br|Pública|Municipal|1|1.7|1.7.1| | |1998|1998|Não|3000|Aproximado|0|0|0|0|0|3000|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|-|0|0|0|0|0|0|0|0|1|1|0|1|1|0
1963|-51.819298|-30.850018|1|RS|4303509|Camaquã|Museu Divino Alziro Beckel|Rua General Zeca Netto, 20.| |Jardim do Forte|96180-000|R|GENERAL ZECA NETTO| |20| |JARDIM DO FORTE|96180-000|51|3671-5288| | | |Pública|Municipal|1|1.7|1.7.1| | |1979|1979| |2084|Aproximado|152|0|30|0|340|936|626|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|-|0|0|0|0|0|0|0|0|1|0|0|1|1|0
1964|-53.815484|-29.687304|2|RS|4316907|Santa Maria|Museu Interativo de Astronomia Prof. Raquel M. Rocha Bandeira de Mello|Praça Santos Dumont - Prédio 45 - 2° Andar do Planetário - Cidade Universitária Prof. José Mariano da Rocha Filho.| |Camobi|97105-900|PCA|SANTOS DUMONT| | |PREDIO 45 - 2° ANDAR DO PLANETARIO - CIDADE UNIVERSITARIA PROF JOSE MARIANO DA ROCHA FILHO|CAMOBI|97105-900|55|3220-8226|3220-8164| |www.ufsm.br/mastr|Pública|Federal|1|1.7|1.7.1| | |1998|1998|Não|47|Exato|3|0|20|4|7|6|3|4|0|0|0|0|Aberto|1|R$ 1,00 - contribuição para manutenção.|0|0|0|0|0|0|0|0|0|1|0|1|0|0|1|0|0|-|0|0|0|0|0|0|0|0|1|0|0|1|1|0
1965|-54.099901|-27.500369|2|RS|4306007|Crissiumal|Sala da Cultura|Rua Caçapava, 546.| |Centro|98640-000|R|CACAPAVA| |546| |CENTRO|98640-000|55|3524-1822| | | |Pública|Municipal|1|1.7|1.7.1| | |1983|1983|Não|314|Aproximado|0|0|0|0|0|314|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1966|-53.379243|-32.564135|1|RS|4311007|Jaguarão|Museu Dr. Carlos Barbosa Gonçalves|Rua XV de Novembro, 642.| |Centro|96300-000|R|XV DE NOVEMBRO| |642| |CENTRO|96300-000|53|3261-1746| | | |Privada|Fundação|1|1.7|1.7.2| | |1976|1978| |5000|Aproximado|0|0|0|0|0|5000|0|0|0|0|0|0|Aberto|1|R$ 5,00 - público em geral.|1|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|1|0|0|1|0|0
1967|-52.377422|-29.986831|1|RS|4315701|Rio Pardo|Museu de Arte Sacra|Rua Francisco Borba Filho, s/n.| |Centro|96640-000|R|FRANCISCO BORBA FILHO| |S/N| |CENTRO|96640-000|51|3731-2549|9701-0336|9995-0282|www.riopardo.rs.gov.br|Privada|Associação|1|1.7|1.7.2| | |1975|1975| |50|Aproximado|0|0|50|0|0|0|0|0|0|0|0|0|Aberto|1|R$ 15,00 - excursão; R$ 1,00 - público em geral.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|Telefone da Prefeitura.|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1968|-53.308608|-27.895785|1|RS|4313706|Palmeira das Missões|Museu Municipal Dr. Dorvalino Luciano de Souza|Rua General Osório, 850.| |Vila Velha - Centro|98300-000|R|GENERAL OSORIO| |850| |VILA VELHA - CENTRO|98300-000|55|3742-1583| | | |Pública|Municipal|1|1.7|1.7.1| | |1978|1982| |3600|Aproximado|0|23|0|144|0|678|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1|0|-|0|0|1|0|0|0|0|0|1|1|0|1|1|0
1969|-52.522832|-30.547131|1|RS|4306908|Encruzilhada do Sul|Museu Municipal Domingos de Bithencourt|Rua Ramiro Barcelos, 559.| |Centro|96610-000|R|RAMIRO BARCELOS| |559| |CENTRO|96610-000|51|3733-1249| | | |Pública|Municipal|1|1.7|1.7.1| | |1981|1981|Não|149|Aproximado|65|0|0|0|0|84|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|1|0|0|1|1|0
1970|-51.865865|-29.800067|1|RS|4321303|Taquari|Museu Casa Costa e Silva|Rua Cônego Tostes, 1.690.| |Centro|95860-000|R|CONEGO TOSTES| |1690| |CENTRO|95860-000|51|3653-1266|9113-6690| |www.casacostaesilva.taquari.com|Pública|Municipal|1|1.7|1.7.1| | |1985|1985| |9000|Aproximado|900|10|600|10|0|600|1000|0|0|0|0|6000|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|-|0|0|0|0|0|0|0|0|1|0|0|0|1|0
1971|-51.229956|-30.045777|1|RS|4314902|Porto Alegre|Memória Ipiranga|Avenida Dolores Alcaraz Caldas, 90.| |Praia de Belas|90110-180|AV|DOLORES ALCARAZ CALDAS| |90| |PRAIA DE BELAS|90110-180|51|3216-4636|3216-4184| |www.ipiranga.com.br/institucional/conteudo_espaco_memoria.htm|Privada|Empresa|1|1.7|1.7.2| | |1983|1999| |104000|Aproximado|0|0|0|0|0|83000|57000|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|-|1|0|1|1|0|0|0|0|1|0|1|1|1|0
1972|-52.337596|-31.765396|2|RS|4314407|Pelotas|Museu Municipal Parque da Baronesa|Avenida Domingos de Almeida, 1.490.| |Areal|96085-470|AV|DOMINGOS DE ALMEIDA| |1490| |AREAL|96085-470|53|3228-4606| | |www.museudabaronesa.com.br|Pública|Municipal|1|1.7|1.7.1| | |1982|1982|Não|1498|Exato|0|0|0|0|0|1498|0|0|0|0|0|0|Aberto|1|R$ 2,00 - público em geral; R$ 1,00 - grupos assistenciais diversos (idosos, portadores de deficiência, comunitário, etc); gratuidade - crianças até 07 anos, escolas públicas estaduais e municipais (estudantes, professores e acompanhantes).|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|1|0|-|1|0|0|1|0|0|0|0|1|0|0|1|1|0
1973|-54.556417|-28.556524|2|RS|4319158|São Miguel das Missões|Museu das Missões|Rua São Luiz, s/n - Sítio Arqueológico de São Miguel Arcanjo.| |Centro|98865-000|R|SAO LUIZ| |S/N| |CENTRO|98865-000|55|3381-1291| | | |Pública|Federal|1|1.7|1.7.1|SITIO ARQUEOLOGICO DE SAO MIGUEL ARCANJO| |1940|1940|Sim|491|Aproximado|0|43|143|0|0|1|0|0|2|304|0|0|Aberto|1|A cobrança é feito pelo IPHAN, pois é quem administra a entrada do Sítio, onde o museu está situado.|1|0|0|1|Textos explicativos no Pavilhão Lúcio Costa e na Casa do Zelador.|0|0|0|0|1|1|0|0|1|1|0|0|-|0|0|1|0|0|0|0|0|1|0|0|1|0|0
1974|-54.186056|-29.620648|2|RS|4319406|São Pedro do Sul|Museu Histórico Fernando Ferrari|Rua Dep. Fernando Ferrari, 164.| |Centro|97400-000|R|DEP FERNANDO FERRARI| |164| |CENTRO|97400-000|55|3276-2955| | | |Pública|Municipal|1|1.7|1.7.1| | |1990|1990|Sim|2300|Aproximado|0|0|0|0|0|2300|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|-|0|0|1|0|0|0|0|0|1|0|0|1|1|0
1975|-51.218993|-30.029325|1|RS|4314902|Porto Alegre|Museu de História da Medicina do Rio Grande do Sul|Avenida Independência, 270| |Centro|90035-070|AV|INDEPENDENCIA| |270| |CENTRO|90035-070|51|3029-2900|9919-1079| |www.muhm.org.br|Outra|Entidade Sindical|1|1.7| | | |2006|Não Possui|Não|4000|Aproximado|0|0|0|0|1000|2400|100|500|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|-|0|0|0|0|0|0|0|0|1|1|0|1|1|0
1976|-53.773031|-29.601772|2|RS|4310538|Itaara|Museu Internacional de Ufologia, História e Ciência Victor Mostajo|Rua Vanderlei Almeida, s/n.| |Parque Serrano Dois|97185-000|R|VANDERLEI ALMEIDA| |S/N| |PARQUE SERRANO DOIS|97185-000|55|3222-7669|3223-6215| |www.museufo.org.br|Privada|Associação|1|1.7|1.7.2| | |1998|2001|Não|1000|Aproximado|0|10|25|85|150|32|400|0|0|0|0|0|Aberto|1|R$ 10,00 - dias de semana (agendamento); R$ 7,00 - sábado, domingo e feriados (agendamento); R$ 5,00 - estudantes e adultos acima de 65 anos.|1|0|0|0|0|0|0|1|Intérprete contratado.|1|1|0|0|0|1|1|0|-|1|0|1|0|0|0|0|0|1|0|0|1|1|0
