id|longitude|latitude|tipogeo|uf|municipio|cod_ibge|nome|endereco|cep|ddd1|telefone1|ddd2|telefone2|nome_resp|email|email1|email2|instituicao|infos
102|-49.413049|-27.498028|0|SC|Imbuia|4207403|Sala Verde - Participação Comunitária|Avenida Bernadino de Andrade, 158 - Centro|88440-000| | | | |Antonio Oscar Laurindo/ Dulciani Terezinha Allein|dulciani@imbuia.sc.gov.br| | |Prefeitura Municipal de Imbuia|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
103|-48.660654|-26.913948|0|SC|Itajaí|4208203|Sala Verde - Observatório de Educação, Saúde, Cidadania e Justiça Sócioambiental Vale do Itajaí - SC|Rua Uruguai, 458 - Caixa Postal 360|88302-202|47|3349-4689|47|3349-4689|José Roberto Provesi/ José Matarezi|jmatarezi@univali.br, salaverde@univali. br| | |Fundação Universidade do Vale do Itajaí - UNIVALI|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
104|-49.365315|-26.928572|0|SC|Jaraguá do Sul|4208906|Sala Verde - Eco Cultural|João Januário Ayroso, 3329 - Bairro São Luis| 89253-101|47|3273-8008|47|3273-8008|Cesar Humberto Rocha/ Lucy Cyriaco Lagedo| salaverde@fujama.sc.gov.br| | |Fundação Jaraguaense de Meio Ambiente - FUJAMA|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
105|-48.67233|-27.57258|0|SC|São José|4216602|Sala Verde - Parque dos Sabiás|Rua Francisco Inácio do Nascimento, s/n- Forquilhas|88102-970| | | | |Boaventura Charles Leão Moura / Cinthya Regina Perkise|parquedossabias@yahoo.com.br| | |Parque Temático dos Sabiás|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
106|-49.378545|-27.39692|0|SC|Vidal Ramos|4219200|Sala Verde - Berço do Rio Itajaí Mirim|Av. Jorge Lacerda, 1180 – Centro|88443-000|47|3561122|47|3561122|Nabor J. Schmitz/ Leandro Gerônimo Lyra|pnelsonback@virtual.udesc.br| | |Prefeitura Municipal de Vidal Ramos- Secretaria de Educação|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
107|-67.807568|-9.973999|0|AC|Rio Branco|1200401|Sala Verde Rio Branco|Rua Coronel José Galdino , 495 3º andar Bairro Bosque|69909-701|68|3223-2314|68|3223-2314|Aérif Amim Mattar / Alessandra Viana|aerif.mattar@caixa.gov.br, gidur@caixa.gov.br| | |Caixa Econômica Federal -Gerência de Apoio ao desenvolvimento urbano|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
108|-68.657672|-9.067206|0|AC|Sena Madureira|1200500|Sala Verde Hélio Melo|Av. Guanabara nº 595 - Centro|69940-000|68|3612-4444|68|3612-4444|Francisca de Andrade Corrêa Furtado/ Valdenei de Barbosa de Queiroz|assismorais@yahoo.com.br| | |Fundação Amigos da
Amazônia - FUNAAM|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
109|-51.066371|.028848|0|AP|Macapá|1600303|Sala Verde - Bio - Sala de Macapá|Av. Cônego Domingos Maltez, 52 – TREM|68901-050|96|3213-1032|96|3213-1032|Carlos Augusto Rodrigues Pimentel/ Odair José da Luz Dias|piomeici@hotmail.com| | |Secretaria Municipal de Educação de Macapá|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
110|-51.835444|3.831488|0|AP|Oiapoque|1600501|Sala Verde - Fronteira Verde|Av. Coaracy Nunes, 840 –  Planalto|68980-000|96|3521-2706|96|3521-2706|Edivan Barros de Andrade/Gracicleide dos Santos Braga|salaverde_amapa@yahoo.com.br| | |IBAMA/AP|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
111|-52.02577|.866873|0|AP|Serra do Navio|1600055|Sala Verde - Espaço Tumucumaque|Rua A1, nº 540 – Centro|68914-000|96|3321-1201|96|3321-1201|Francimar Pereira da Silva Santos / Arthur de freitas filho|arthurffilho@yahoo.com.br| | |Prefeitura Municipal de Serra do Navio|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
112|-69.938084|-4.241141|0|AM|Tabatinga|1304062|Sala Verde - Núcleo de Educação Ambiental Rio Solimões|Av. da Amizade, nº 74 - Centro|69640-000|97|3412-4192|97|3412-3219|Oziris Alves Guimarães/Luís Enrique Gainette Prates|neasol@uea.edu.br, oguimaraes@uea.edu.br| | |Centro de Estudos Superiores de Tabatinga|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
113|-48.408875|-1.378863|0|PA|Ananindeua|1500800|Sala Verde - Novos Curupiras- Ananindeua|Estrada da Providência no.94|67015-260|91|3235-0798|91|3235-0798|Carlos José Esteves Gondim/Dayse Danielle Sousa da Costa|salaverde@novoscurupiras.org.br, ongnovoscurupiras@terra.com.br| | |Grupo de Ação Ecológica Novos Curupiras|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
114|-48.451869|-1.462554|0|PA|Belém|1501402|Sala Verde - Ítalo José Araruna Vieira|Av. Presidente Tancredo Neves, 2501 – Montese – Campus da UFRA|66077-530|91|3274-1237|91|3279-4859|Alex Garcia Cavalheiro de Macedo Klatau / Lídia Ferreira Martins|Lidia.martins@icmbio.gov.br| | |CEPNOR/IBAMA â NÃºcleo de Educação Ambiental|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
115|-48.435296|-1.404322|0|PA|Belém|1501402|"Sala Verde - Núcleo de Práticas Ambientais – Sala Verde “Ambiente Seguro"""|Rodovia Augusto Montenegro, nº 155 , Bairro Marambaia|66623-590|91|3243-0122|91|3243-1225|Luiz Fernandes Rocha / Maria Gertrudes Alves de Oliveira|salaverde@policiacivil.pa.gov.br| | |Polícia Civil do Estado do Pará-Divisão Especialização em Meio Ambiente – DEMA|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
116|-48.45989|-1.461695|0|PA|Belém|1501402|Sala Verde do Pororoca|Rua Augusto Corrêa, Nº 1.|66075-110|91|3201-8415|91|3201-7482|Luiza Nakayama|lunaka@ufpa.br| | |Universidade Federal do Pará- UFPA - Instituto de Ciências Biologicas|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
117|-49.490969|-2.229248|0|PA|Cametá|1502103|Sala Verde|Av. Inácio Moura, 1500| 68400-000|91|3781-2970|91|9160-8362|Dorielson do Carmo Rodrigues Gaia|doricameta@hotmail.com| | |Centro Integrado de Educação do Baixo Tocantins -CIEBT|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
118|-55.984442|-4.272283|0|PA|Itaituba|1503606|Sala Verde - Centro de Informações Ambientais de Itaituba|Av. Belém, n°47 - Centro|68180-090|93|3518-1185|93|3518-3029|Roselito Soares da Silva / Silvia Helena Pereira da Silva|edmilsonitb@yahoo.com.br| | |Secretaria de Mineração e Meio Ambiente Centro de Informações Ambientais de Itaituba|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
119|-48.068706|-4.779253|0|PA|Rodon do Pará|1506187|Sala Verde - COMVIDA|Rua Gonçalves Dias , 762 – Centro - Caixa Postal 01|68638-000|94|3326-1242|94|9142-5550|Fidelis Paixão / Wilma M. Duarte|caminhodevida@yahoo.com.br| | |COMVIDA- Associação Cultural Caminho de Vida|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
120|-49.552851|-1.71311|0|PA|São Sebastião da Boa Vista|1507706|Sala Verde - Ilha de Marajó|Av. Coronel Monfredo s/n.|68820-000|91|3764-1117|91|3222-3581|Laércio Rodrigues Pereira/Andressa Borges Alves|borgesandressa@yahoo.com.br| | |Prefeitura Municipal de São Sebastião da Boa Vista|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
121|-49.669167|-3.757596|0|PA|Tucuruí|1508100|Sala Verde - Alcobaça|Rua B, Nº 355 - Jardim Paraíso|68458-970| | | | |Sheila Maria Machado Tenório|sheila@mconline.com.br| | |Prefeitura Municipal de Tucuruí|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
122|-53.735496|-3.724056|0|PA|Uruará|1508159|Sala Verde - Tocaias|Rua Pe. Cícero, Altos, - Centro|67140-000|93|9654-8670|93|3532-1577|Cleomária Lima Bezerra| | | |Projeto Brucutu|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
123|-52.004574|-2.8839|0|PA|Vitória do Xingu|1508357|Sala Verde - Espaço Interativo Sócio Ambiental Aureliano Soares da Silva|Av. Manoel Félix de Farias, n. 676|68383-000|93|3515-5867|93|3515-5867|Maria do Socorro Damasceno Costa/ Maria José|funtocaia@yahoo.com.br| | |Fundação Tocaia|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
124|-63.702356|-8.781855|0|RO|Candeias do Jamari|1100809|Sala Verde - Arco Íris do Saber|BR 364,Km 22,  União|76860-000|69|3230-1088|69|3230-1777|Vilson de Salles Machado / Eliana Santana da Silva|cetea.salaverde@yahoo.com.br, salaverdebpa@pm.ro.gov.br, bpmamb@pm.ro.gov.br| | |Batalhão da Polícia Ambiental|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
125|-63.913904|-8.788746|0|RO|Porto Velho|1100205|Sala Verde - Ari Tupinambá Penna Pinheiro|Estrada de Santo Antônio, 5323 –  Triângulo|78916-610|69|3216-1078|69|3216-1078|Cletho Muniz de Brito / Marlete Gonçalvez Holanda|ceam.sedam@hotmail.com| | |Secretaria de Estado do Desenvolvimento Ambiental – SEDAM|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
126|-63.894814|-8.772087|0|RO|Porto Velho|1100205|Sala Verde - Ministra Marina Silva|Rua Alexandre Guimarães, 1927 – Areal|78915-620|69|3211-8046|69|3211-8012|Maria Eliza Aguiar e Silva / Jaime Gazda Filho|faculdade@saolucas.edu.br, svmmarinasilva@saolucas.edu.br| | |Faculdade São Lucas|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
127|-61.942899|-10.862431|0|RO|Ji-Paraná|1100122|Sala Verde - Espaço Ambiental Mapinguarí|Avenida Universitária , 762|78961-600|69|3416-3100|69|3416-3131|Ester Bensadon / José Luiz Duizith / Cleide Rezende|biologiajp@ulbra.br| | |Centro Universitário Luterano de Ji-Paraná – CEULJI/ULBRA|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
128|-60.661075|2.857808|0|RR|Boa Vista|1400100|Sala Verde - Horto Municipal Durval de Magalhães|Rua Claudionor Freire, 571 - Paraviana|69307-230|95|3623-2799|95|3623-2799|Iradilson Sampaio de Souza/Dilma Lindalva Pereira da Costa|renatabocorny@pmbv.rr.gov.br, tacior1@yahoo.com.br| | |Prefeitura Municipal de Boa Vista|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
129|-48.190671|-7.181114|0|TO|Araguaína|1702109|Sala Verde - Araguaína|Av. Paraguai, s/n, Setor Cimba ( esquina coma rua Uxiramas)| 77827-050| | | | |Alan Barbieiro / Luciano Guedes|svaraguaina@yahoo.com.br| | |Universidade Federal de Tocantins – Campus Araguaína|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
130|-48.332869|-10.236202|0|TO|Palmas|1721000|Sala Verde - Sussuapara|Av. Teotônio Segurado – Área Verde, 402 Sul – Conjunto 01| 77015-380|63|3218-5322|63|3218-5237|Egon Just/ Jocicléia Chaves Dias|anassis@vspmail.com.br, savesussuapara@palas.to.gov.br| | |Agência de Meio Ambiente e Turismo – AMATUR|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
131|-48.874855|-10.173563|0|TO|Paraíso do Tocantins|1716109|Sala Verde - Serra do Estrondo|Rua Marco Noronha, Quadra. 235 – Lote .13 – Serrano II – APA Serra do Estrondo| 77600-000|63|9281-5408|63|9215-2480|Raimundo César Lustosa dos Santos/ Rosimar Borba|ongterrabrasil@bol.com.br| | |Associação TerraBrasil- ONG|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
132|-36.656222|-9.734881|0|AL|Arapiraca|2700300|Sala Verde - Zabelê|Rua Samaritana, n° 1185 - Santa Edwiges| | | | | |Clara Núbia Melo da Costa Cavalcante|semasa@arapiraca.al.gov.br, mary_05vieira@hotmail.com| | |Prefeitura Municipal de Arapiraca|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
133|-37.996835|-9.386394|0|AL|Delmiro Gouveia|2702405|Sala Verde - Delmiro Gouveia|Praça Vicente de Menezes, 59 - Centro|57480-000|82|3641-5416|82|3641-5416|Adair Nunes da Silva/Edvaldo Francisco do Nascimento|salaverdedelmirogouveia@yahoo.com.br, ef-nascimento@bol.com.br| | |Fundação Delmiro Gouveia -FUNDEG|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
134|-35.680067|-9.601573|0|AL|Maceió|2704302|Sala Verde - UFAL| Av. Lourival Melo Mota, s/n – BR-104 Norte, Km 96,7 – Tabuleiro do Martins - Campus A.C. Simões|57720-970|82|3214-1009|82|3214-1205|Maria Alba Correia da Silva/ Nea| | | |Universidade Federal do Alagoas - Núcleo de Educação Ambiental|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
135|-35.768905|-9.611709|0|AL|Maceió|2704302|Sala Verde - Mestre Graça|Av. Principal , n. 1195, Tabuleiro - Conjunto Graciliano Ramos|57073-340|82|8803-4440|82|3372-3563|Nilson Ferreira da Silva Júnios/ Helena Pacheco|gracilianoeumagraca@hotmail.com, bemviraal@hotmail.com| | |Projeto Graciliano é uma Graça - Prograça|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
136|-36.58239|-10.287441|0|AL|Penedo|2706703|Sala Verde|Av. Beira Rio s/n - Centro Histórico|57200 - 000| | | | |Professor Sérgio Onofre|sergio.onofre@yahoo.com.br| | |UFAL/Campus Arapiraca|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
137|-36.474403|-9.323372|0|AL|Quebrangulo|2707602|Sala Verde|Av. 15 de Novembro, Nº 210|57750-000| | | | |José Rodrigo de Araújo Guimarães| | | |Secretaria Municipal de Meio Ambiente|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
138|-36.021159|-9.171531|0|AL|União dos Palmares|2709301|Sala Verde - Serrana dos Quilombos|Praça Basiliano Sarmento s/n.|57800-000|82|3281-2120|82|9992-8881|José Carrilho Pedrosa/Maria Betânia da Silva Almeida|sdsquilombos@yahoo.com.br, mariabalmeida2004@ig.com.br, cristianesmeup@smeup.al.gov.br| | |Prefeitura Municipal de União dos Palmares|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
139|-41.133686|-14.599536|0|BA|Anagé|2901205|Sala Verde de Anagé|Rua Fidélis Botelho, n. 28, Centro|45180-000|77|3435-2156|77|3435-2233|Rubens Oliveira Dias/Darci Rodrigues Alves|salaverde@anage.ba.gov.br| | |Prefeitura Municipal de Anagé|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
140|-40.559065|-14.864112|0|BA|Barra do Choça|2902906|Sala Verde - Meio Ambiente em Foco /Sala Verde Municipal|Rua João Antonio Amorim, n°175 - Centro|45200-000|77|3436-1009|77|3436-1013|Eric Fabiano Silva/ Brizamar Cordeiro Santos|sv.maemfoco@gmail.com| | |Prefeitura Municipal de Barra do Choça – Secretaria Municipal de Agricultura|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
141|-40.322446|-10.511278|0|BA|Campo Formoso|2906006|Sala Verde - Bioma da Caatinga|Rua Praça Arthur de Oliveira Regis, n° 264 - Centro|44790-000|74|3645-2616|74|3645-2616|Taciane Oliveira|seagricampoformoso@yahoo.com.br| | |Prefeitura Municipal de Campo Formoso|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
142|-38.948195|-12.26275|0|BA|Feira de Santana|2910800|Sala Verde - Águas do Subaé|Av. Presidente Dutra, s/n, Capuchinhos|44052-000|75|2101-9737|75|2101-9734|Frei José João Monteiro Sobrinho/Euda Barbosa de Oliveira|salaverde@casoc.com.br| | |Centro de Assistência Social da Ordem dos Capuchinhos - Colégio Santo Antônio|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
143|-38.954287|-12.255465|0|BA|Feira de Santana|2910800|Sala Verde - Galpãozinho Verde|Rua Santo Expedito , n. 774 - Santa Mônica|44050-520|75|3625-3983|75|3625-3983|Ana Lúcia Bahia C. Paixão/Daniela Ferreira Falcão Jose Matarezio|danielafalcao@galpaodearte.org.br| | |Galpão de arte|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
144|-39.745029|-12.153924|0|BA|Ipirá|2914000|Sala Verde de Ipirá|Rua Manoel Oliveira e Silva, 147 – Prédio da Biblioteca|44600-000|75|3254-3280|71|8886-8979|José Ferreira da Costa / Antônio Almeida e Silva|fundal@fundal.org.br| | |Fundação Universidade Livre do Mar e da Mata - MARAMATA|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
145|-40.536079|-11.185452|0|BA|Jacobina|2917508|Sala Verde - Núcleo de Estudos Socio-Ambientais - NUESA|Rua J. J. Seabra, 158.|44700-000|74|3621-4618| |3621-3337|Ione Oliveira Jatobá/ Jacy Bandeira Almeida Nunes|salaverde.dch4@uneb.br, salaverde.jacobina@yahoo.com.br| | |UNEB – Universidade do Estado da Bahia – Campus IV|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
146|-40.076491|-13.86073|0|BA|Jequié|2918001|Sala Verde - EcoAmbiente Cidadão|Rua da Itália, n° 06 - Centro|45200-190|73|3527-2263|73|3527-2262|Reinaldo M. Pinheiro/ Adelaide Moreira|jequiesalaverde@yahoo.com.br| | |Prefeitura Municipal de Jequié|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
147|-39.488217|-15.169437|0|BA|Jussari|2918555|Sala Verde - Bem -me- Quer|Rua Agenor de Souza Barreto, s/n - Centro|45610-000|73|3624-1214|73|3624-1122|Sérgio Fontes Magalhães Alves/Marilene Oliveira do Nascimento| | | |Prefeitura Municipal de Jussari/ Secretaria de Educação e Cultura|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
148|-38.9195|-12.778365|0|BA|Maragojipe|2920601|Sala Verde - Biblioteca da Fundação Vovó do Mangue|Praça Conselheiro Antônio Rebouças, 16 - Centro|44420-000|75|3526-1934|75|3526-2631|Luiz Carlos Brasileiro de Andrade/Marcos Antônio Barbosa Pereira|vdm@vovodomangue.org.br| | |Fundação Vovó do Mangue|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
149|-39.330649|-10.438711|0|BA|Monte Santo|2921500|Sala Verde - Flor de Mandacaru|Fazenda Lagoa Pimentel– Zona Rural|48800-000|75|3275-5018|75|3275-5040|José Francisco de Andrade/ Nelson Jesus Lopes|efase@pop.com.br| | |AREFASE - Associação Regional da Escola Família Agrícola do Sertão|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
150|-38.484804|-11.234046|0|BA|Nova Soure|2922904|Sala Verde - Fulô de Mandacaru|Av. São José, s/n  - São José do Paiaiá|48460-000|75|3437-7048|75|3437-7048|José Arivaldo Moreira Prado|fulodemandacaru@ig.com.br| | |Associação Biblioteca Comunitária Maria das Neves Prado|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
151|-38.218236|-9.406881|0|BA|Paulo Afonso|2924009|Sala Verde - Paulo Afonso|Rua Landulfo Alves, Nº 248.|48600-000|75|3281-3011|75|3281-3011|Eloy Lago/ Alex Fabricio da Silva|salaverde@pauloafonso.ba.gov.br, solangedaangio.diniz@hotmail.com| | |Prefeitura Municipal de Paulo Afonso/Secretaria Municipal de Educação e Cultura|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
152|-40.740111|-15.446081|0|BA|Ribeirão do Largo|2926657|Sala Verde - Água Fonte da Vida|Praça Policarpo Ferreira dos Anjos, n. 26.|45155-000|77|3478-1072|77|3478-1010|Joaquim Garcia Gomes/André Ferreira Silva|salaverde43@yahoo.com.br, andrewsecmeioambiente@yahoo.com.br| | |Prefeitura Municipal de Ribeirão do Largo|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
153|-41.810072|-13.58381|0|BA|Rio de Contas|2926707|Sala Verde - Rio de Contas|Rua Barão de Macaúbas, n.115 - Centro|46170-000|77|3475-2696|77|3475-2696|Evilácio Miranda Silva/Sara Maria Guimarães Reis|saraguireis@hotmail.com, salaverdederiodecontas@gmail.com| | |Prefeitura Municipal de Rio de Contas|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
