id|cod_teatro|longitude|latitude|tipogeo|uf|municipio|cod_ibge|nome|cod_orig|end_orig|bairro_orig|cep_orig|tipo_logradouro|nome_logradouro|km|num_logradouro|compl_logradouro|bairro|cep|ddd|telefone1|telefone2|fax|email|site|esfera_adm|tipo_esfera|sniic_n1|sniic_n2|sniic_n3|cnpj|situacao|cod_adm|tipo|numero_lugares|data_inauguracao|ano_inauguracao|ano_desaparecimento|data_info
679|3316100|-43.171691|-22.910051|1|RJ|Rio de Janeiro|3304557|Sala Itália|986|Av. Pres. Antônio Carlos, 40 - 4 and.|Centro|20020-010|AV|PRESIDENTE ANTONIO CARLOS| |40|- 4 AND|CENTRO|20020-010|21|2532-2146| |2262-9017|iicrio@iicrio.org.br| |Privada| |1|1.3|1.3.2| |1|0|Arquitetônico Alternativo|80| |1950| |16-SEP-2002
680|3316200|-43.185117|-22.906857|1|RJ|Rio de Janeiro|3304557|Sub-Prefeitura do Centro - Teatro Maria Yedda Linhares|2150|Rua da Constituição, 34|Centro|20060-010|R|DA CONSTITUICAO| |34| |CENTRO|20060-010|21|2242-3102| | |oldemburg@uol.com.br| |Pública|Municipal|1|1.3|1.3.1| |1| |Arquitetônico Alternativo|50| |2001| |16-SEP-2002
681|3316300|-43.172768|-22.922444|1|RJ|Rio de Janeiro|3304557|Teatro Adolpho Bloch|1129|Rua do Russel, 804|Glória|22210-010|R|DO RUSSEL| |804| |GLORIA|22210-010|21|2558-3862|2558-2570| | | |Privada| |1|1.3|1.3.2| |3|0|Italiano|426| |1973| |14-JUL-2004
682|3316400|-43.19095|-22.982501|2|RJ|Rio de Janeiro|3304557|Teatro Alaska|168|Av. N. S. de Copacabana, 1241|Copacabana|20070-010|AV|NOSSA SENHORA DE COPACABANA| |1241| |COPACABANA|20070-010|21|2247-9842| | | | |Privada| |1|1.3|1.3.2| |6|12|Italiano|420| | | |12-JAN-1997
683|3316500|-43.217887|-22.916727|2|RJ|Rio de Janeiro|3304557|Teatro América|753|Rua Campos Salles, 118|Tijuca|20270-211|R|CAMPOS SALLES| |118| |TIJUCA|20270-211|21|2567-1572|2567-2569|2567-2569|teatroamerica@aol.com| |Privada| |1|1.3|1.3.2| |1| |Italiano|280| |1984| |16-SEP-2002
684|3316600|-43.187013|-22.896663|1|RJ|Rio de Janeiro|3304557|Teatro Armazem I|1180|Av. Barão de Tefé, 75 - Cais do Porto|Saúde|20220-460|AV|BARAO DE TEFE| |75|- CAIS DO PORTO|SAUDE|20220-460|21|2233-3069| | | | | | |1|1.3| | |1|0| | | | | |09-JUL-1996
685|3316700|-43.187013|-22.896663|1|RJ|Rio de Janeiro|3304557|Teatro Armazem II|1181|Av. Barão de Tefé, 75 - Cais do Porto|Saúde|20220-460|AV|BARAO DE TEFE| |75|- CAIS DO PORTO|SAUDE|20220-460|21|2233-3069| | | | | | |1|1.3| | |1|0| | | | | |09-JUL-1996
686|3316800|-43.355873|-22.999516|2|RJ|Rio de Janeiro|3304557|Teatro Barrashopping|756|Avenida das Américas, 4666|Barra da Tijuca|22649-900|AV|DAS AMERICAS| |4666| |BARRA DA TIJUCA|22649-900|21|2431-9721|3325-5844| | | |Privada| |1|1.3|1.3.2| |1| |Italiano|236| | | |17-APR-1997
687|3316900|-43.177108|-22.935542|1|RJ|Rio de Janeiro|3304557|Teatro Bennett|136|Rua Marquês de Abrantes, 55|Flamengo|22230-060|R|MARQUES DE ABRANTES| |55| |FLAMENGO|22230-060|21|2285-1001|2205-8234| | | |Privada| |1|1.3|1.3.2| |1| |Arquitetônico Alternativo| | | | |02-JUL-2001
688|3317000|-43.184579|-22.945974|1|RJ|Rio de Janeiro|3304557|Teatro Bibi Ferreira|584|Rua Visconde de Ouro Preto, 78|Botafogo|22250-180|R|VISCONDE DE OURO PRETO| |78| |BOTAFOGO|22250-180|21|2539-4591| | | | |Privada| |1|1.3|1.3.2| |1| |Arquitetônico Alternativo|84| |1996| |16-SEP-2002
689|3317100|-43.17289|-22.92461|2|RJ|Rio de Janeiro|3304557|Teatro Bloch|187| |Glória| | | | |0| |GLORIA| |21| | | | | |Privada| |1|1.3|1.3.2| |4|0| | | | | |11-APR-1997
690|3317200|-43.194196|-22.976827|1|RJ|Rio de Janeiro|3304557|Teatro Brigitte Blair|758|Rua Miguel Lemos, 51-H|Copacabana|22071-000|R|MIGUEL LEMOS| |51|H|COPACABANA|22071-000|21|2521-2955| | |brigitteblair@ig.com.br| |Privada| |1|1.3|1.3.2| |1| |Italiano|194| |1964| |16-SEP-2002
691|3317300|-43.217873|-22.982528|1|RJ|Rio de Janeiro|3304557|Teatro Casa Grande - Café-Teatro|248|Av. Afrânio de Melo Franco, 290|Leblon|22430-060|AV|AFRANIO DE MELO FRANCO| |290| |LEBLON|22430-060|21|2239-4046| | | | |Privada| |1|1.3|1.3.2| |4| |CC|80| |1966| |02-JUN-2004
692|3317400|-43.439845|-22.878231|2|RJ|Rio de Janeiro|3304557|Teatro Castelo Branco|1079|Avenida de Santa Cruz, 1.631|Bangu|21710-250|AV|DE SANTA CRUZ| |1631| |BANGU|21710-250|21|2406-7733| | |rleduque@castelobranco.br| |Privada| |1|1.3|1.3.2| |1|0|Italiano|300| |1983| |16-SEP-2002
693|3317500|-43.261526|-22.921439|1|RJ|Rio de Janeiro|3304557|Teatro César Fabbri|30|Rua Engenheiro Richard, 83|Grajaú|20561-090|R|ENGENHEIRO RICHARD| |83| |GRAJAU|20561-090|21|2577-2365| | |grajautennis@bol.com.br| |Privada| |1|1.3|1.3.2| |1| |Italiano|440| |1942| |16-SEP-2002
694|3317600|-43.228369|-22.975715|2|RJ|Rio de Janeiro|3304557|Teatro Clara Nunes|764|R.Marquês de S.Vicente, 52, loja 370-Shopping da Gávea|Gávea|22451-040|R|DE SAO VICENTE| |52|LOJA 370-SHOPPING DA GAVEA|GAVEA|22451-040|21|2274-9696| | | | |Privada| |1|1.3|1.3.2| |1| |Italiano|450| |1977| |19-FEB-2009
695|3317700|-43.178944|-22.967005|2|RJ|Rio de Janeiro|3304557|Teatro Copacabana Palace|2|Av. N. S. de Copacabana, 327| | | | | | | | | |21|2257-0881|2255-7070| | | |Privada| |1|1.3|1.3.2| |2|14|Italiano|482| | | |18-JUL-2004
696|3317800|-43.184335|-22.94891|1|RJ|Rio de Janeiro|3304557|Teatro da Aliança Francesa - Botafogo|48|Rua Muniz Barreto, 730|Botafogo|22251-090|R|MUNIZ BARRETO| |730| |BOTAFOGO|22251-090|21|2286-4248|2226-4118| |botafogo@rioaliancafrancesa.com.br| |Privada| |1|1.3|1.3.2| |1|38|Arquitetônico Alternativo|70| |1971| |16-SEP-2002
697|3317900|-43.178012|-22.965472|1|RJ|Rio de Janeiro|3304557|Teatro da Aliança Francesa - Copacabana|93|Rua Duvivier, 43|Copacabana|22020-020|R|DUVIVIER| |43| |COPACABANA|22020-020|21| | | | | |Privada| |1|1.3|1.3.2| |1|38|Arquitetônico Alternativo|502| | | |01-JUN-1994
698|3318000|-43.238141|-22.932515|1|RJ|Rio de Janeiro|3304557|Teatro da Aliança Francesa - Tijuca|94|Rua Andrade Neves, 315|Tijuca|20510-230|R|ANDRADE NEVES| |315| |TIJUCA|20510-230|21|2570-0639|2570-5798| |afrio@centroin.com.br| |Privada| |1|1.3|1.3.2| |1|38|Arquitetônico Alternativo|250| |1975| |16-SEP-2002
699|3318100|-43.339686|-23.010253|2|RJ|Rio de Janeiro|3304557|Teatro da Barra|198|Avenida Sernambetiba, 3800|Barra da Tijuca|22630-011|AV|SERNAMBETIBA| |3800| |BARRA DA TIJUCA|22630-011|21|2439-3415| | | | |Privada| |1|1.3|1.3.2| |6| |Italiano|420| | | |10-MAR-1998
700|3318200|-43.195112|-22.957889|2|RJ|Rio de Janeiro|3304557|Teatro da Catsabá|121|Rua Visconde Silva, 89|Botafogo| |R|VISCONDE SILVA| |89| |BOTAFOGO| |21|2286-4998| | | | | | |1|1.3| | | |0| | | | | |15-JUN-1996
701|3318300|-43.202534|-22.979552|2|RJ|Rio de Janeiro|3304557|Teatro da Cidade|766|Avenida Epitácio Pessoa, 1664|Lagoa|22471-000|AV|EPITACIO PESSOA| |1664| |LAGOA|22471-000|21|2247-3292| | | | |Privada| |1|1.3|1.3.2| |1| |Italiano|168| | | |25-MAY-1995
702|3318400|-43.192567|-22.981785|2|RJ|Rio de Janeiro|3304557|Teatro da Cultura Inglesa|1190|Rua Raul Pompéia, 231|Copacabana|22080-000|R|RAUL POMPEIA| |231| |COPACABANA|22080-000|21|2287-0990| | | | |Privada| |1|1.3|1.3.2| |1| | | | | | |15-JUN-1996
704|3318600|-43.180505|-22.912508|2|RJ|Rio de Janeiro|3304557|Teatro da Fundição Progresso (T.Multimidia)|125|Av. Men de Sá, s/n| | |AV|MEM DE SA| |S/N| | | |21|2220-5022| | | | |Privada| |1|1.3|1.3.2| |4|0| | | | | |15-JUN-1996
705|3318700|-43.21863|-22.975987|2|RJ|Rio de Janeiro|3304557|Teatro da Lagoa|767|Av. Borges de Medeiros, 1.426|Lagoa|22470-000|AV|BORGES DE MEDEIROS| |1426| |LAGOA|22470-000|21|2219-3102|2274-7999| | | |Privada| |1|1.3|1.3.2| |1| |Italiano|250| |1976| |16-SEP-2002
706|3318800|-43.194057|-22.983735|1|RJ|Rio de Janeiro|3304557|Teatro da Praia|234|Rua Francisco  Sá, 88|Copacabana|22080-010|R|FRANCISCO  SA| |88| |COPACABANA|22080-010|21|2267-7749|2287-7794| | | |Privada| |1|1.3|1.3.2| |1| |Italiano|460| | | |09-AUG-1996
707|3318900|-43.226682|-22.978302|1|RJ|Rio de Janeiro|3304557|Teatro da PUC|1192|Avenida Padre Leonel Franca, s/n|Gávea|22451-000|AV|PADRE LEONEL FRANCA| |S/N| |GAVEA|22451-000|21|980-6768| | | | |Privada| |1|1.3|1.3.2| |1| | | | | | |15-JUN-1996
708|3319000|-43.233946|-22.929019|1|RJ|Rio de Janeiro|3304557|Teatro da RioArte (antigo CAVEL)|244|Rua Desembargador Isidro, 10|Tijuca|20521-160|R|DESEMBARGADOR ISIDRO| |10| |TIJUCA|20521-160|21|2238-7390| | | | |Pública|Municipal|1|1.3|1.3.1| | | | |260| | | |29-NOV-2001
709|3319100|-43.175605|-22.953511|2|RJ|Rio de Janeiro|3304557|Teatro da UFRJ|126|Ilha do Fundão-Cidade Universitária| | | |ILHA DO FUNDAO| |0|-CIDADE UNIVERSITARIA| | |21|2295-9449| | | | |Pública|Federal|1|1.3|1.3.1| | |0| | | | | |15-JUN-1996
710|3319200|-43.18966|-22.813421|2|RJ|Rio de Janeiro|3304557|Teatro da União da Ilha do Governador|2| |Ilha do Governador| | | | |0| |ILHA DO GOVERNADOR| | | | | | | |Privada| |1|1.3|1.3.2| |7|0| | | | | |20-AUG-1995
711|3319300|-43.231524|-22.926006|1|RJ|Rio de Janeiro|3304557|Teatro de Bolso Luiz Zaga|89|Rua General Roca, 614/sobrado|Tijuca|20521-070|R|GENERAL ROCA| |614|SOBRADO|TIJUCA|20521-070|21| | | | | | | |1|1.3| | |1| | | | | | |01-JUN-1994
712|3319400|-43.366176|-22.992363|2|RJ|Rio de Janeiro|3304557|Teatro de Lona da Barra|773|Av. Ayrton Senna, 1.791|Cidade de Deus|22775-000|AV|AYRTON SENNA| |1791| |CIDADE DE DEUS|22775-000|21|3325-8508| | | | |Privada| |1|1.3|1.3.2| |1| |Múltiplo|1000| |1982| |16-SEP-2002
713|3319500|-43.201244|-22.932387|1|RJ|Rio de Janeiro|3304557|Teatro Dirceu de Mattos|61|Rua Barão de Petrópolis, 897|Rio Comprido|20251-061|R|BARAO DE PETROPOLIS| |897| |RIO COMPRIDO|20251-061|21|2273-6348| | | | |Privada| |1|1.3|1.3.2| |1|40|Arquitetônico Alternativo|120| |1980| |16-SEP-2002
714|3319600|-43.190333|-22.907225|2|RJ|Rio de Janeiro|3304557|Teatro do Arquivo Nacional|4|Praça da República| | |PCA|DA REPUBLICA| |0| | | | | | | | | |Pública|Federal|1|1.3|1.3.1| |7|0| | | | | |22-AUG-1995
715|3319700|-43.3266|-22.889974|2|RJ|Rio de Janeiro|3304557|Teatro do CEI|11|Rua Clarimundo de Melo, 847|Quintino|21311-280|R|CLARIMUNDO DE MELO| |847| |QUINTINO|21311-280|21|3899-9555| | |comunicacaofaetec@ig.com.br| |Pública|Estadual|1|1.3|1.3.1| |1| |Italiano|400| |1996| |16-SEP-2002
716|3319800|-43.238497|-22.909694|2|RJ|Rio de Janeiro|3304557|Teatro do Centro Cultural Noel Rosa|21|Avenida 28 de setembro,  109 fundos|Vila Isabel|20551-030|AV|28 DE SETEMBRO| |109|FUNDOS|VILA ISABEL|20551-030|21|2248-0247| | | | | | |1|1.3| | |6| | | | | | |01-JUN-1994
717|3319900|-43.200717|-22.913393|2|RJ|Rio de Janeiro|3304557|Teatro do Cine Show Madureira|147|Rua Carolina Machado, 542| | | | | | | | | |21| | | | | | | |1|1.3| | |1| | |1000| | | |01-JUN-1994
718|3320000|-43.217788|-22.92088|2|RJ|Rio de Janeiro|3304557|Teatro do Clube Municipal I|148|Rua Haddock Lobo, 359|Estácio|20260-131|R|HADDOCK LOBO| |359| |ESTACIO|20260-131|21|2569-4822| | |clubmunicipal@vipmail.com.br| |Pública|Municipal|1|1.3|1.3.1| |1| |Italiano|300| |1954| |16-SEP-2002
719|3320100|-43.217833|-22.920895|2|RJ|Rio de Janeiro|3304557|Teatro do Clube Municipal II|2315|Rua Haddock Lobo, 359|Estácio|20260-131|R|HADDOCK LOBO| |359| |ESTACIO|20260-131|21|2569-4822| | |clubmunicipal@vipmail.com.br| |Pública|Municipal|1|1.3|1.3.1| |1| |Italiano|300| |1976| |16-SEP-2002
720|3320200|-43.267306|-22.921678|1|RJ|Rio de Janeiro|3304557|Teatro do Grajaú Country Club|155|Rua Prof. Valadares, 262|Grajaú|20561-020|R|PROFESSOR VALADARES| |262| |GRAJAU|20561-020|21|278-2300| | |administracao@grajaucountryclub.com.br| |Privada| |1|1.3|1.3.2| |1| |Italiano|300| |1984| |16-SEP-2002
721|3320300|-43.236277|-22.996676|1|RJ|Rio de Janeiro|3304557|Teatro do Hotel Nacional|193|Avenida Niemeyer, 229|Vidigal|22450-220|AV|NIEMEYER| |229| |VIDIGAL|22450-220|21| | | | | | | |1|1.3| | |8|23|Italiano|1600| | | |20-AUG-1997
722|3320400|-43.197014|-22.958474|2|RJ|Rio de Janeiro|3304557|Teatro do IBAM|73|Largo do Ibam, 1|Humaitá|22271-070|LRG|DO IBAM| |1| |HUMAITA|22271-070|21|2537-7595|2537-1262| |gloria@ibam.org.br| |Privada| |1|1.3|1.3.2| |1|41|Italiano|230| |1971| |16-SEP-2002
723|3320500|-43.187331|-22.934296|2|RJ|Rio de Janeiro|3304557|Teatro do INES|150|Rua das Laranjeiras, 232|Laranjeiras|22240-001|R|DAS LARANJEIRAS| |232| |LARANJEIRAS|22240-001|21| | | | | |Pública|Federal|1|1.3|1.3.1| |1| |Italiano| | | | |13-SEP-1995
724|3320600|-43.192544|-22.90688|1|RJ|Rio de Janeiro|3304557|Teatro do Liceu de Artes e Ofícios|151|Rua Frederico Silva, 86|Centro|20230-210|R|FREDERICO SILVA| |86| |CENTRO|20230-210|21|2224-5814|2224-6005| | |www.liceudearteseoficios.com.br|Privada| |1|1.3|1.3.2| |1| |Italiano|500| |1959| |16-SEP-2002
725|3320700|-43.176731|-22.925245|2|RJ|Rio de Janeiro|3304557|Teatro do Museu da República|4|Rua do Catete, 153| | | | | | | | | |21|2558-6350| | | | |Pública|Federal|1|1.3|1.3.1| |2| |Ar Livre|60| |1994| |31-MAY-2008
726|3320800|-43.174245|-22.903512|2|RJ|Rio de Janeiro|3304557|Teatro do Paço Imperial (sala dos arqueiros, pátio)|122|Praça XV de Novembro, 48|Centro| |PCA|XV DE NOVEMBRO| |48| |CENTRO| |21|2232-7762| | | | |Pública|Federal|1|1.3|1.3.1| | |0| | | | | |15-JUN-1996
727|3320900|-43.26371|-22.855007|2|RJ|Rio de Janeiro|3304557|Teatro do SESC - Ramos|124|Rua Euclides Faria|Ramos| |R|EUCLIDES FARIA| |0| |RAMOS| |21|2270-6822| | | | |Privada| |1|1.3|1.3.2| |1|0| | | | | |15-JUN-1996
728|3321000|-43.235391|-22.993879|2|RJ|Rio de Janeiro|3304557|Teatro do Vidigal|123|Av. Presid. João Goulart, 296|Leblon| |AV|PRESIDENTE JOAO GOULART| |296| |LEBLON| |21|322-0741| | | | |Privada| |1|1.3|1.3.2| |1|0| | | | | |15-JUN-1996
729|3321100|-43.227617|-22.97532|1|RJ|Rio de Janeiro|3304557|Teatro dos Quatro|776|R.Marquês de S.Vicente, 52 -Shopping da Gávea-2o. Piso|Gávea|22451-040|R|MARQUES DE SAO VICENTE| |52|-SHOPPING DA GAVEA-2O PISO|GAVEA|22451-040|21|2274-9895|2239-1095| | | |Privada| |1|1.3|1.3.2| |1| |Italiano|402|11-JUL-1978|1978| |02-FEB-2007
730|3321200|-43.175254|-22.93562|1|RJ|Rio de Janeiro|3304557|Teatro Galeria|2380|Rua Senador Vergueiro, 93|Flamengo|22230-000|R|SENADOR VERGUEIRO| |93| |FLAMENGO|22230-000|21|2225-8846|2225-9185| | | |Privada| |1|1.3|1.3.2| |2| |Italiano|395| |1972| |18-JUL-2004
731|3321300|-43.235276|-22.926651|2|RJ|Rio de Janeiro|3304557|Teatro Henriqueta Brieba (Tijuca Tênis Clube)|1|Rua Conde de Bonfim, 451| | | | | | | | | |21|3294-9326| | | | |Privada| |1|1.3|1.3.2| |1|42|Italiano|200|01-SEP-1993|1993| |05-JAN-2009
732|3321400|-43.241141|-22.924144|1|RJ|Rio de Janeiro|3304557|Teatro I SESC - Tijuca|794|Rua Barão de Mesquita, 539|Tijuca|20540-001|R|BARAO DE MESQUITA| |539| |TIJUCA|20540-001|21|2238-4566| | |sesctijuca@sescrj.com.br| |Privada| |1|1.3|1.3.2| |1| |Italiano|300| |1977| |16-SEP-2002
733|3321500|-43.241141|-22.924144|1|RJ|Rio de Janeiro|3304557|Teatro II SESC - Tijuca|2056|Rua Barão de Mesquita, 539|Tijuca|20540-001|R|BARAO DE MESQUITA| |539| |TIJUCA|20540-001|21|2238-4566|2208-5332| |sesctijuca@sescrj.com.br| |Privada| |1|1.3|1.3.2| |1| |Italiano|80| |1996| |16-SEP-2002
734|3321600|-43.203356|-22.985305|1|RJ|Rio de Janeiro|3304557|Teatro Ipanema|783|Rua Prudente de Moraes, 824-A|Ipanema|22420-040|R|PRUDENTE DE MORAES| |824|A|IPANEMA|22420-040|21|2247-9794|2523-9794| | | |Privada| |1|1.3|1.3.2| |1| |Italiano|280| |1968| |02-FEB-2007
735|3321700|-43.200717|-22.913393|2|RJ|Rio de Janeiro|3304557|Teatro Lemos Cunha|130|Estrada da Cacuia, 347/304| | | | | | | | | |21|3393-2003| | | | |Privada| |1|1.3|1.3.2| |1| |Italiano|700| |1967| |16-SEP-2002
736|3321800|-43.171453|-22.910704|1|RJ|Rio de Janeiro|3304557|Teatro Maison de France|1093|Av. Presidente Antônio Carlos, 58|Castelo|20020-010|AV|PRESIDENTE ANTONIO CARLOS| |58| |CASTELO|20020-010|21|2544-2533| | |contato@teatromaisondefrance.com.br|http://teatromaisondefrance.com.br/|Privada| |1|1.3|1.3.2| |1|0|Italiano|353| |1956| |12-FEB-2007
737|3321900|-43.191361|-22.978172|2|RJ|Rio de Janeiro|3304557|Teatro Margarida Rey|1249|Travessa Cristiano Lacorte, 54|Copacabana|22071-010|TV|CRISTIANO LACORTE| |54| |COPACABANA|22071-010|21|2522-1063| |2522-1603| | |Privada| |1|1.3|1.3.2| |1| |Arquitetônico Alternativo|120| |1998| |16-SEP-2002
738|3322000|-43.200717|-22.913393|2|RJ|Rio de Janeiro|3304557|Teatro Mesbla|231| | | | | | | | | | | | | | | | |Pública|Municipal|1|1.3|1.3.1| |2|0|Italiano| | | | |18-JUN-2000
739|3322100|-43.283861|-22.887323|1|RJ|Rio de Janeiro|3304557|Teatro Miguel Falabella - NorteShopping - 2o. Piso|1242|Av. Dom Helder Câmara (ex-Suburbana), 5.474|Del Castilho|20771-004|AV|DOM HELDER CAMARA| |5474|(EX-SUBURBANA)|DEL CASTILHO|20771-004|21|2595-8245|2597-4452| |atoresdelaura@olimpo.com.br|www.atoresdelaura.com.br|Privada| |1|1.3|1.3.2| |1|0|Italiano|456| |1997| |12-FEB-2007
740|3322200|-43.175817|-22.911365|1|RJ|Rio de Janeiro|3304557|Teatro Municipal do Rio de Janeiro (Fotos e Histórico)|786|Praça Floriano, s/n - Cinelândia|Centro|20031-050|PCA|FLORIANO| |S/N|CINELANDIA|CENTRO|20031-050|21|2297-4411|2262-3935|2220-7584| |www.theatromunicipal.rj.gov.br|Pública|Estadual|1|1.3|1.3.1| |1| |Ópera|2365|14-JUL-1909|1909| |15-SEP-2002
741|3322300|-43.17348|-22.952174|2|RJ|Rio de Janeiro|3304557|Teatro na Uni-Rio|189|Av. Pasteur|Urca| |AV|PASTEUR| |0| |URCA| | | | | | | |Pública|Federal|1|1.3|1.3.1| |7|0| |500| | | |03-JUN-1997
742|3322400|-43.248869|-22.811|2|RJ|Rio de Janeiro|3304557|Teatro no Aeroporto Internacional|190|Aeroporto Internacional do Rio|Ilha do Governador| | |AEROPORTO INTERNACIONAL DO RIO| |0| |ILHA DO GOVERNADOR| | | | | | | |Privada| |1|1.3|1.3.2| |7|0| |500| | | |09-JUN-1997
743|3322500|-43.200717|-22.913393|2|RJ|Rio de Janeiro|3304557|Teatro no Cais do Porto - Rio|201| |Praça Mauá| | | | |0| |PRACA MAUA| | | | | | | | | |1|1.3| | | |0| | | | | |19-APR-1998
744|3322600|-43.186549|-22.97086|2|RJ|Rio de Janeiro|3304557|Teatro no Cine Ricamar|188| |Copacabana| | | | |0| |COPACABANA| |21| | | | | |Pública|Municipal|1|1.3|1.3.1| |7|0| | | | | |29-APR-1997
745|3322700|-43.235399|-22.993881|2|RJ|Rio de Janeiro|3304557|Teatro Nós do Morro|2160|Av. Presidente João Goulart, 296|Vidigal|22450-240|AV|PRESIDENTE JOAO GOULART| |296| |VIDIGAL|22450-240|21|2512-1314|2512-1474| |grnmorro@mtec.com.br|www.nosdomorro.com.br| | |1|1.3| | |1|23|Italiano| | | | |19-NOV-2001
746|3322800|-43.213826|-22.919306|2|RJ|Rio de Janeiro|3304557|Teatro Oficina da AABB|1191|Rua Haddock Lobo, 227|Estácio|20260-131|R|HADDOCK LOBO| |227| |ESTACIO|20260-131|21|2569-3222| | |maabbtij@terra.com.br| |Privada| |1|1.3|1.3.2| |1| |Italiano|280| |1968| |16-SEP-2002
747|3322900|-43.194653|-22.809712|1|RJ|Rio de Janeiro|3304557|Teatro Óperon|788|Rua Sargento João Lopes, 315|Jardim Carioca|21931-420|R|SARGENTO JOAO LOPES| |315| |JARDIM CARIOCA|21931-420|21|3393-9454| | |operon@momentus.com.br| |Privada| |1|1.3|1.3.2| |1| |Italiano|200| |1989| |16-SEP-2002
748|3323000|-43.189761|-22.956309|1|RJ|Rio de Janeiro|3304557|Teatro Poeira|2403|Rua São João Batista, 104|Botafogo|22270-030|R|SAO JOAO BATISTA| |104| |BOTAFOGO|22270-030|21|2537-8043| | |teatropoeira@teatropoeira.com.br|www.teatropoeira.com.br/|Privada| |1|1.3|1.3.2| |1| |Italiano|180|23-JUN-2005|2005| |09-FEB-2007
749|3323100|-43.192732|-22.983454|1|RJ|Rio de Janeiro|3304557|Teatro Posto 6|789|Rua Francisco Sá, 51|Copacabana|22080-010|R|FRANCISCO SA| |51| |COPACABANA|22080-010|21|2287-7496|2247-5443| | | |Privada| |1|1.3|1.3.2| |1| |Arquitetônico Alternativo|126| |1989| |16-SEP-2002
750|3323200|-43.173964|-22.963637|1|RJ|Rio de Janeiro|3304557|Teatro Princesa Isabel|790|Avenida Princesa Isabel, 186|Copacabana|22011-010|AV|PRINCESA ISABEL| |186| |COPACABANA|22011-010|21|2275-3346|2295-7789| | | |Privada| |1|1.3|1.3.2| |1| |Italiano|300| |1965| |16-SEP-2002
751|3323300|-43.200717|-22.913393|2|RJ|Rio de Janeiro|3304557|Teatro Procópio Ferreira|147|Rua Paulo Luiz, 41|Vila Isabel|20000-000|R|PAULO LUIZ| |41| |VILA ISABEL|20000-000|21| | | | | | | |1|1.3| | |9| | | | | | |01-JUN-1994
752|3323400|-43.176445|-22.910969|1|RJ|Rio de Janeiro|3304557|Teatro Rival|791|Rua Álvaro Alvim, 33|Centro|20031-010|R|ALVARO ALVIM| |33| |CENTRO|20031-010|21|2240-4469| | | | |Privada| |1|1.3|1.3.2| |1| |CC|350| | | |01-JUN-2005
753|3323500|-43.200717|-22.913393|2|RJ|Rio de Janeiro|3304557|Teatro Santa Rosa|233| | | | | | | | | | | | | | | | |Pública|Municipal|1|1.3|1.3.1| |2|0|Italiano| |27-MAY-1961|1961| |23-NOV-2001
754|3323600|-43.24995|-22.901929|1|RJ|Rio de Janeiro|3304557|Teatro Santos Rodrigues|161|Rua Henrique Dias, 95|Rocha|20950-120|R|HENRIQUE DIAS| |95| |ROCHA|20950-120|21|2201-5552| |2201-5511| | | | |1|1.3| | |1| |Italiano|196| |1974| |16-SEP-2002
755|3323700|-43.217858|-22.982633|1|RJ|Rio de Janeiro|3304557|Teatro Scala|2144|Av. Afrânio de Melo Franco, 296|Leblon|22430-060|AV|AFRANIO DE MELO FRANCO| |296| |LEBLON|22430-060|21|2239-4448| | |rioeletrico@rioeletrico.com.br| |Privada| |1|1.3|1.3.2| |1| |CC|896|26-JAN-2001|2001| |16-SEP-2002
756|3323800|-43.256081|-22.864756|1|RJ|Rio de Janeiro|3304557|Teatro SENAC - Bonsucesso|162|Rua Dona Isabel, 700|Bonsucesso|21032-060|R|DONA ISABEL| |700| |BONSUCESSO|21032-060|21| | | | | |Privada| |1|1.3|1.3.2| |1| | |200| | | |01-JUN-1994
757|3323900|-43.192423|-22.973362|1|RJ|Rio de Janeiro|3304557|Teatro SENAC - Copacabana|792|Rua Pompeu Loureiro, 45|Copacabana|22061-000|R|POMPEU LOUREIRO| |45| |COPACABANA|22061-000|21|2256-2640| | | | |Privada| |1|1.3|1.3.2| |2| |Italiano| | | | |25-MAY-1995
758|3324000|-43.176496|-22.912042|1|RJ|Rio de Janeiro|3304557|Teatro Serrador|232|Rua| | |R|SENADOR DANTAS| |13| | | | | | | | | |Pública|Municipal|1|1.3|1.3.1| |2|0|Italiano| | | | |18-JUN-2000
759|3324100|-43.176839|-22.911905|2|RJ|Rio de Janeiro|3304557|Teatro Serrador - Sala Brigitte Blair|759|Rua Senador Dantas, 13|Centro|20031-200|R|SENADOR DANTAS| |13| |CENTRO|20031-200|21|2220-5033| | |brigitteblair@ig.com.br| |Privada| |1|1.3|1.3.2| |1| |Italiano|400| |1955| |15-MAY-2005
760|3324200|-43.290823|-22.895967|1|RJ|Rio de Janeiro|3304557|Teatro SESC - Engenho de Dentro|793|Avenida Amaro Cavalcanti, 1.661|Meier|20735-041|AV|AMARO CAVALCANTI| |1661| |MEIER|20735-041|21|2596-3173|2595-3181| | | |Privada| |1|1.3|1.3.2| |1| |Italiano|150| |1988| |16-SEP-2002
761|3324300|-43.342084|-22.87697|1|RJ|Rio de Janeiro|3304557|Teatro SESC - Madureira|58|Rua Ewbank da Câmara, 90|Madureira|21310-150|R|EWBANK DA CAMARA| |90| |MADUREIRA|21310-150|21|3350-9433| | |sescmadureira1@uol.com.br| |Privada| |1|1.3|1.3.2| |1|2|Italiano|210| |1983| |16-SEP-2002
