id|longitude|latitude|tipogeo|uf|muncipio|cod_ibge|nome|end_orig|bairro_orig|num_orig|cep_orig|compl_orig|tipo_logradouro|nome_logradouro|km|num_logradouro|complemento|bairro|cep|esfera_adm|tipo_esfera|ddd|telefone1|telefone2|email|site
176|-51.151369|-29.163624|1|RS|Caxias do Sul|4305108|Museu de Ciências Naturais|Rua Francisco Getúlio Vargas|Petrópolis|1.130|95070-560| |R|FRANCISCO GETULIO VARGAS| |1130| |PETROPOLIS|95070-560| | |54|3218-2142| |grschuur@ucs.br|www.ucs.br
177|-50.100147|-29.922265|1|RS|Imbé|4310330|Museu de Ciências Naturais – Ceclimar|Av. Tramandaí| |976|95625-000| |AV|TRAMANDAI| |976| | |95625-000| | |51|3627-1309|3627-5384|ceclimar@ufrgs.br|www.ufrgs.br/ceclimar/museu.htm
178|-51.178549|-30.048309|1|RS|Porto Alegre|4314902|Museu de Ciências Naturais da Fundação Zoobotânica do RS|Rua Dr. Salvador França|Jardim Botânico|1.427|90690-000| |R|DR SALVADOR FRANCA| |1427| |JARDIM BOTANICO|90690-000| | |51|3320-2033| |mcn@fzb.rs.gov.br|www.fzb.rs.gov.br/museu
179|-51.227788|-30.071037|1|RS|Porto Alegre|4314902|Museu de Geologia|Rua Banco da Província|Santa Teresa|105|90840-030| |R|BANCO DA PROVINCIA| |105| |SANTA TERESA|90840-030| | |51|3406-7300|3406-7312|museugeo@pa.cprm.gov.br| 
180|-51.221569|-30.033963|2|RS|Porto Alegre|4314902|Museu de Mineralogia e Petrologia Luiz Englert|Av. Sarmento Leite|Centro|425|91501-970| |AV|SARMENTO LEITE| |425| |CENTRO|91501-970| | |51|3308-4087| |heinrich.frank@ufrgs.br|www.museumin.ufrgs.br
181|-52.409632|-28.258052|2|RS|Passo Fundo|4314100|Museu Zoobotânico Augusto Ruschi|BR 285|São José|Km 171|99001-970| |ROD|BR-285|KM 171| | |SAO JOSE|99001-970| | |54|3316-8316|3316-8327|muzar@upf.br|www.upf.br/muzar
182|-53.815484|-29.687304|2|RS|Santa Maria|4316907|Núcleo Antártico|Faixa de Camobi|Camobi|Km 9|97105-900|Campus Universitário prédio 19| |FAIXA DE CAMOBI| | |CAMPUS UNIVERSITARIO PREDIO 19|CAMOBI|97105-900| | |55|3220-8686|3220-8014|núcleo@antartico.ufsm.br|www.ufsm.br/antartica
183|-51.208467|-30.044583|2|RS|Porto Alegre|4314902|Planetário Prof. José Baptista Pereira|Av. Ipiranga|Santana|2.000|91160-091| |AV|IPIRANGA| |2000| |SANTANA|91160-091| | |51|3308-5384|3308-5387|planetario@ufrgs.br|www.planetario.ufrgs.br
184|-48.921672|-27.097241|1|SC|Brusque|4202909|Fundação Ecológica e Zoobotânica de Brusque|Rua Manoel Tavares|Centro|s/n|88350-460| |R|MANOEL TAVARES| |S/N| |CENTRO|88350-460| | |47|3351-1481|3355-5640|f_ulber@yahoo.com.br|www.zoobrusque.com.br
185|-49.809113|-26.116425|2|SC|Mafra|4210100|Museu da Tera e da Vida|Av. Pres. Nereu Ramos|Jardim do Moinho|1.071|89300-000|Centro Paleontológico de Mafra Universidade do Contestado|AV|PRES NEREU RAMOS| |1071|CENTRO PALEONTOLOGICO DE MAFRA UNIVERSIDADE DO CONTESTADO|JARDIM DO MOINHO|89300-000| | |47|3641-5514|3641-5500|cenpaleo@mfa.unc.br| 
186|-48.553501|-27.588955|1|SC|Florianópolis|4205407|Museu do Homem do Sambaqui “Padre João Alfredo Rhor”|Rua Esteves Júnior|Centro|711|88015-906| |R|ESTEVES JUNIOR| |711| |CENTRO|88015-906| | |48|3251-1516|3251-1530|museu@colegiocatarinense.g12.br|www.pmf.sc.gov.br
187|-48.676325|-26.758487|1|SC|Balneário Piçarras|4212809|Museu Oceanográfico Univali|Av. Sambaqui|Santo Antônio|318|88380-000| |AV|SAMBAQUI| |318| |SANTO ANTONIO|88380-000| | |47|3261-1287| |soto@univali.br|www.univali.br/museuoceanografico
188|-48.519751|-27.599586|1|SC|Florianópolis|4205407|Parque Viva a Ciência|Universidade Federal de Santa Catarina|Campus Universitário Trindade|s/n|88040-900|Pró-Reitoria de Pesquisa e Extensão| |UNIVERSIDADE FEDERAL DE SANTA CATARINA| |S/N|PRO-REITORIA DE PESQUISA E EXTENSAO|CAMPUS UNIVERSITARIO TRINDADE|88040-900| | |48|3721-6806|3721-9946| | 
189|-48.524171|-27.585817|1|SC|Florianópolis|4205407|Planetário da Universidade Federal de Santa Catarina|Departamento de Geociências|Campus Universitário Trindade|s/n|88040-970| | |DEPARTAMENTO DE GEOCIENCIAS| |S/N| |CAMPUS UNIVERSITARIO TRINDADE|88040-970| | |48|3721-9241| |planetar@cfh.ufsc.br|www.cfh.ufsc.br/~planetar
190|-48.546592|-27.602039|1|SC|Florianópolis|4205407|Sala de Ciência|Travessa Syriaco Atherino|Centro|100|88020-180| |TV|SYRIACO ATHERINO| |100| |CENTRO|88020-180| | |48|3222-0788|3222-0370|reginaduarte@sesc-sc.com.br|www.sesc-sc.com.br
191|-49.178943|-26.738849|2|SC|Pomerode|4213203|Zoológico Pomerode|Rua Hermann Weege|Centro|180|89107-000| |R|HERMANN WEEGE| |180| |CENTRO|89107-000| | |47|3387-2659|3387-4260|administracao@pomerzoo.org.br|www.pomerzoo.org.br
